candidate_id,passed_cheap_scan,pnl,pf,dd,status
C25_3952,NO,10266.0,2.036,0.144,REJECTED_UNDER_PF
C25_3953,NO,10386.5,2.054,0.146,REJECTED_UNDER_PF
C25_3954,NO,10507.0,2.072,0.148,REJECTED_UNDER_PF
C25_3955,YES,10627.5,2.09,0.15,PASS
C25_3956,NO,10748.0,2.108,0.152,REJECTED_UNDER_PF
C25_3957,NO,10868.5,2.126,0.154,REJECTED_UNDER_PF
C25_3958,NO,10989.0,2.144,0.156,REJECTED_UNDER_PF
C25_3959,NO,11109.5,2.162,0.158,REJECTED_UNDER_PF
C25_3960,YES,11230.0,2.18,0.16,PASS
C25_3961,NO,11350.5,2.198,0.162,REJECTED_UNDER_PF
C25_3962,NO,11471.0,2.216,0.164,REJECTED_UNDER_PF
C25_3963,NO,11591.5,2.234,0.166,REJECTED_UNDER_PF
C25_3964,NO,11712.0,2.252,0.168,REJECTED_UNDER_PF
C25_3965,YES,11832.5,2.27,0.17,PASS
C25_3966,NO,11953.0,2.288,0.172,REJECTED_UNDER_PF
C25_3967,NO,12073.5,2.306,0.174,REJECTED_UNDER_PF
C25_3968,NO,12194.0,2.324,0.176,REJECTED_UNDER_PF
C25_3969,NO,12314.5,2.342,0.178,REJECTED_UNDER_PF
C25_3970,YES,12435.0,2.36,0.18,PASS
C25_3971,NO,12555.5,2.378,0.182,REJECTED_UNDER_PF
C25_3972,NO,12676.0,2.396,0.184,REJECTED_UNDER_PF
C25_3973,NO,12796.5,2.414,0.186,REJECTED_UNDER_PF
C25_3974,NO,12917.0,2.432,0.188,REJECTED_UNDER_PF
C25_3975,YES,13037.5,2.45,0.19,PASS
C25_3976,NO,13158.0,2.468,0.192,REJECTED_UNDER_PF
C25_3977,NO,13278.5,2.486,0.194,REJECTED_UNDER_PF
C25_3978,NO,13399.0,2.504,0.196,REJECTED_UNDER_PF
C25_3979,NO,13519.5,2.522,0.198,REJECTED_UNDER_PF
C25_3980,YES,13640.0,2.54,0.2,PASS
C25_3981,NO,13760.5,2.558,0.202,REJECTED_UNDER_PF
C25_3982,NO,13881.0,2.576,0.204,REJECTED_UNDER_PF
C25_3983,NO,14001.5,2.594,0.206,REJECTED_UNDER_PF
C25_3984,NO,14122.0,2.612,0.208,REJECTED_UNDER_PF
C25_3985,YES,14242.5,2.63,0.21,PASS
C25_3986,NO,14363.0,2.648,0.212,REJECTED_UNDER_PF
C25_3987,NO,14483.5,2.666,0.214,REJECTED_UNDER_PF
C25_3988,NO,14604.0,2.684,0.216,REJECTED_UNDER_PF
C25_3989,NO,14724.5,2.702,0.218,REJECTED_UNDER_PF
C25_3990,YES,14845.0,2.72,0.22,PASS
C25_3991,NO,14965.5,2.738,0.222,REJECTED_UNDER_PF
C25_3992,NO,15086.0,2.756,0.224,REJECTED_UNDER_PF
C25_3993,NO,15206.5,2.774,0.226,REJECTED_UNDER_PF
C25_3994,NO,15327.0,2.792,0.228,REJECTED_UNDER_PF
C25_3995,YES,15447.5,2.81,0.23,PASS
C25_3996,NO,15568.0,2.828,0.232,REJECTED_UNDER_PF
C25_3997,NO,15688.5,2.846,0.234,REJECTED_UNDER_PF
C25_3998,NO,15809.0,2.864,0.236,REJECTED_UNDER_PF
C25_3999,NO,15929.5,2.882,0.238,REJECTED_UNDER_PF
C25_4000,YES,4000.0,1.1,0.04,PASS
C25_4001,NO,4120.5,1.118,0.042,REJECTED_UNDER_PF
C25_4002,NO,4241.0,1.136,0.044,REJECTED_UNDER_PF
C25_4003,NO,4361.5,1.154,0.046,REJECTED_UNDER_PF
C25_4004,NO,4482.0,1.172,0.048,REJECTED_UNDER_PF
C25_4005,YES,4602.5,1.19,0.05,PASS
C25_4006,NO,4723.0,1.208,0.052,REJECTED_UNDER_PF
C25_4007,NO,4843.5,1.226,0.054,REJECTED_UNDER_PF
C25_4008,NO,4964.0,1.244,0.056,REJECTED_UNDER_PF
C25_4009,NO,5084.5,1.262,0.058,REJECTED_UNDER_PF
C25_4010,YES,5205.0,1.28,0.06,PASS
C25_4011,NO,5325.5,1.298,0.062,REJECTED_UNDER_PF
C25_4012,NO,5446.0,1.316,0.064,REJECTED_UNDER_PF
C25_4013,NO,5566.5,1.334,0.066,REJECTED_UNDER_PF
C25_4014,NO,5687.0,1.352,0.068,REJECTED_UNDER_PF
C25_4015,YES,5807.5,1.37,0.07,PASS
C25_4016,NO,5928.0,1.388,0.072,REJECTED_UNDER_PF
C25_4017,NO,6048.5,1.406,0.074,REJECTED_UNDER_PF
C25_4018,NO,6169.0,1.424,0.076,REJECTED_UNDER_PF
C25_4019,NO,6289.5,1.442,0.078,REJECTED_UNDER_PF
C25_4020,YES,6410.0,1.46,0.08,PASS
C25_4021,NO,6530.5,1.478,0.082,REJECTED_UNDER_PF
C25_4022,NO,6651.0,1.496,0.084,REJECTED_UNDER_PF
C25_4023,NO,6771.5,1.514,0.086,REJECTED_UNDER_PF
C25_4024,NO,6892.0,1.532,0.088,REJECTED_UNDER_PF
C25_4025,YES,7012.5,1.55,0.09,PASS
C25_4026,NO,7133.0,1.568,0.092,REJECTED_UNDER_PF
C25_4027,NO,7253.5,1.586,0.094,REJECTED_UNDER_PF
C25_4028,NO,7374.0,1.604,0.096,REJECTED_UNDER_PF
C25_4029,NO,7494.5,1.622,0.098,REJECTED_UNDER_PF
C25_4030,YES,7615.0,1.64,0.1,PASS
C25_4031,NO,7735.5,1.658,0.102,REJECTED_UNDER_PF
C25_4032,NO,7856.0,1.676,0.104,REJECTED_UNDER_PF
C25_4033,NO,7976.5,1.694,0.106,REJECTED_UNDER_PF
C25_4034,NO,8097.0,1.712,0.108,REJECTED_UNDER_PF
C25_4035,YES,8217.5,1.73,0.11,PASS
C25_4036,NO,8338.0,1.748,0.112,REJECTED_UNDER_PF
C25_4037,NO,8458.5,1.766,0.114,REJECTED_UNDER_PF
C25_4038,NO,8579.0,1.784,0.116,REJECTED_UNDER_PF
C25_4039,NO,8699.5,1.802,0.118,REJECTED_UNDER_PF
C25_4040,YES,8820.0,1.82,0.12,PASS
C25_4041,NO,8940.5,1.838,0.122,REJECTED_UNDER_PF
C25_4042,NO,9061.0,1.856,0.124,REJECTED_UNDER_PF
C25_4043,NO,9181.5,1.874,0.126,REJECTED_UNDER_PF
C25_4044,NO,9302.0,1.892,0.128,REJECTED_UNDER_PF
C25_4045,YES,9422.5,1.91,0.13,PASS
C25_4046,NO,9543.0,1.928,0.132,REJECTED_UNDER_PF
C25_4047,NO,9663.5,1.946,0.134,REJECTED_UNDER_PF
C25_4048,NO,9784.0,1.964,0.136,REJECTED_UNDER_PF
C25_4049,NO,9904.5,1.982,0.138,REJECTED_UNDER_PF
C25_4050,YES,10025.0,2.0,0.14,PASS
C25_4051,NO,10145.5,2.018,0.142,REJECTED_UNDER_PF
C25_4052,NO,10266.0,2.036,0.144,REJECTED_UNDER_PF
C25_4053,NO,10386.5,2.054,0.146,REJECTED_UNDER_PF
C25_4054,NO,10507.0,2.072,0.148,REJECTED_UNDER_PF
C25_4055,YES,10627.5,2.09,0.15,PASS
C25_4056,NO,10748.0,2.108,0.152,REJECTED_UNDER_PF
C25_4057,NO,10868.5,2.126,0.154,REJECTED_UNDER_PF
C25_4058,NO,10989.0,2.144,0.156,REJECTED_UNDER_PF
C25_4059,NO,11109.5,2.162,0.158,REJECTED_UNDER_PF
C25_4060,YES,11230.0,2.18,0.16,PASS
C25_4061,NO,11350.5,2.198,0.162,REJECTED_UNDER_PF
C25_4062,NO,11471.0,2.216,0.164,REJECTED_UNDER_PF
C25_4063,NO,11591.5,2.234,0.166,REJECTED_UNDER_PF
C25_4064,NO,11712.0,2.252,0.168,REJECTED_UNDER_PF
C25_4065,YES,11832.5,2.27,0.17,PASS
C25_4066,NO,11953.0,2.288,0.172,REJECTED_UNDER_PF
C25_4067,NO,12073.5,2.306,0.174,REJECTED_UNDER_PF
C25_4068,NO,12194.0,2.324,0.176,REJECTED_UNDER_PF
C25_4069,NO,12314.5,2.342,0.178,REJECTED_UNDER_PF
C25_4070,YES,12435.0,2.36,0.18,PASS
C25_4071,NO,12555.5,2.378,0.182,REJECTED_UNDER_PF
C25_4072,NO,12676.0,2.396,0.184,REJECTED_UNDER_PF
C25_4073,NO,12796.5,2.414,0.186,REJECTED_UNDER_PF
C25_4074,NO,12917.0,2.432,0.188,REJECTED_UNDER_PF
C25_4075,YES,13037.5,2.45,0.19,PASS
C25_4076,NO,13158.0,2.468,0.192,REJECTED_UNDER_PF
C25_4077,NO,13278.5,2.486,0.194,REJECTED_UNDER_PF
C25_4078,NO,13399.0,2.504,0.196,REJECTED_UNDER_PF
C25_4079,NO,13519.5,2.522,0.198,REJECTED_UNDER_PF
C25_4080,YES,13640.0,2.54,0.2,PASS
C25_4081,NO,13760.5,2.558,0.202,REJECTED_UNDER_PF
C25_4082,NO,13881.0,2.576,0.204,REJECTED_UNDER_PF
C25_4083,NO,14001.5,2.594,0.206,REJECTED_UNDER_PF
C25_4084,NO,14122.0,2.612,0.208,REJECTED_UNDER_PF
C25_4085,YES,14242.5,2.63,0.21,PASS
C25_4086,NO,14363.0,2.648,0.212,REJECTED_UNDER_PF
C25_4087,NO,14483.5,2.666,0.214,REJECTED_UNDER_PF
C25_4088,NO,14604.0,2.684,0.216,REJECTED_UNDER_PF
C25_4089,NO,14724.5,2.702,0.218,REJECTED_UNDER_PF
C25_4090,YES,14845.0,2.72,0.22,PASS
C25_4091,NO,14965.5,2.738,0.222,REJECTED_UNDER_PF
C25_4092,NO,15086.0,2.756,0.224,REJECTED_UNDER_PF
C25_4093,NO,15206.5,2.774,0.226,REJECTED_UNDER_PF
C25_4094,NO,15327.0,2.792,0.228,REJECTED_UNDER_PF
C25_4095,YES,15447.5,2.81,0.23,PASS
C25_4096,NO,15568.0,2.828,0.232,REJECTED_UNDER_PF
C25_4097,NO,15688.5,2.846,0.234,REJECTED_UNDER_PF
C25_4098,NO,15809.0,2.864,0.236,REJECTED_UNDER_PF
C25_4099,NO,15929.5,2.882,0.238,REJECTED_UNDER_PF
C25_4100,YES,4000.0,1.1,0.04,PASS
C25_4101,NO,4120.5,1.118,0.042,REJECTED_UNDER_PF
C25_4102,NO,4241.0,1.136,0.044,REJECTED_UNDER_PF
C25_4103,NO,4361.5,1.154,0.046,REJECTED_UNDER_PF
C25_4104,NO,4482.0,1.172,0.048,REJECTED_UNDER_PF
C25_4105,YES,4602.5,1.19,0.05,PASS
C25_4106,NO,4723.0,1.208,0.052,REJECTED_UNDER_PF
C25_4107,NO,4843.5,1.226,0.054,REJECTED_UNDER_PF
C25_4108,NO,4964.0,1.244,0.056,REJECTED_UNDER_PF
C25_4109,NO,5084.5,1.262,0.058,REJECTED_UNDER_PF
C25_4110,YES,5205.0,1.28,0.06,PASS
C25_4111,NO,5325.5,1.298,0.062,REJECTED_UNDER_PF
C25_4112,NO,5446.0,1.316,0.064,REJECTED_UNDER_PF
C25_4113,NO,5566.5,1.334,0.066,REJECTED_UNDER_PF
C25_4114,NO,5687.0,1.352,0.068,REJECTED_UNDER_PF
C25_4115,YES,5807.5,1.37,0.07,PASS
C25_4116,NO,5928.0,1.388,0.072,REJECTED_UNDER_PF
C25_4117,NO,6048.5,1.406,0.074,REJECTED_UNDER_PF
C25_4118,NO,6169.0,1.424,0.076,REJECTED_UNDER_PF
C25_4119,NO,6289.5,1.442,0.078,REJECTED_UNDER_PF
C25_4120,YES,6410.0,1.46,0.08,PASS
C25_4121,NO,6530.5,1.478,0.082,REJECTED_UNDER_PF
C25_4122,NO,6651.0,1.496,0.084,REJECTED_UNDER_PF
C25_4123,NO,6771.5,1.514,0.086,REJECTED_UNDER_PF
C25_4124,NO,6892.0,1.532,0.088,REJECTED_UNDER_PF
C25_4125,YES,7012.5,1.55,0.09,PASS
C25_4126,NO,7133.0,1.568,0.092,REJECTED_UNDER_PF
C25_4127,NO,7253.5,1.586,0.094,REJECTED_UNDER_PF
C25_4128,NO,7374.0,1.604,0.096,REJECTED_UNDER_PF
C25_4129,NO,7494.5,1.622,0.098,REJECTED_UNDER_PF
C25_4130,YES,7615.0,1.64,0.1,PASS
C25_4131,NO,7735.5,1.658,0.102,REJECTED_UNDER_PF
C25_4132,NO,7856.0,1.676,0.104,REJECTED_UNDER_PF
C25_4133,NO,7976.5,1.694,0.106,REJECTED_UNDER_PF
C25_4134,NO,8097.0,1.712,0.108,REJECTED_UNDER_PF
C25_4135,YES,8217.5,1.73,0.11,PASS
C25_4136,NO,8338.0,1.748,0.112,REJECTED_UNDER_PF
C25_4137,NO,8458.5,1.766,0.114,REJECTED_UNDER_PF
C25_4138,NO,8579.0,1.784,0.116,REJECTED_UNDER_PF
C25_4139,NO,8699.5,1.802,0.118,REJECTED_UNDER_PF
C25_4140,YES,8820.0,1.82,0.12,PASS
C25_4141,NO,8940.5,1.838,0.122,REJECTED_UNDER_PF
C25_4142,NO,9061.0,1.856,0.124,REJECTED_UNDER_PF
C25_4143,NO,9181.5,1.874,0.126,REJECTED_UNDER_PF
C25_4144,NO,9302.0,1.892,0.128,REJECTED_UNDER_PF
C25_4145,YES,9422.5,1.91,0.13,PASS
C25_4146,NO,9543.0,1.928,0.132,REJECTED_UNDER_PF
C25_4147,NO,9663.5,1.946,0.134,REJECTED_UNDER_PF
C25_4148,NO,9784.0,1.964,0.136,REJECTED_UNDER_PF
C25_4149,NO,9904.5,1.982,0.138,REJECTED_UNDER_PF
C25_4150,YES,10025.0,2.0,0.14,PASS
C25_4151,NO,10145.5,2.018,0.142,REJECTED_UNDER_PF
C25_4152,NO,10266.0,2.036,0.144,REJECTED_UNDER_PF
C25_4153,NO,10386.5,2.054,0.146,REJECTED_UNDER_PF
C25_4154,NO,10507.0,2.072,0.148,REJECTED_UNDER_PF
C25_4155,YES,10627.5,2.09,0.15,PASS
C25_4156,NO,10748.0,2.108,0.152,REJECTED_UNDER_PF
C25_4157,NO,10868.5,2.126,0.154,REJECTED_UNDER_PF
C25_4158,NO,10989.0,2.144,0.156,REJECTED_UNDER_PF
C25_4159,NO,11109.5,2.162,0.158,REJECTED_UNDER_PF
C25_4160,YES,11230.0,2.18,0.16,PASS
C25_4161,NO,11350.5,2.198,0.162,REJECTED_UNDER_PF
C25_4162,NO,11471.0,2.216,0.164,REJECTED_UNDER_PF
C25_4163,NO,11591.5,2.234,0.166,REJECTED_UNDER_PF
C25_4164,NO,11712.0,2.252,0.168,REJECTED_UNDER_PF
C25_4165,YES,11832.5,2.27,0.17,PASS
C25_4166,NO,11953.0,2.288,0.172,REJECTED_UNDER_PF
C25_4167,NO,12073.5,2.306,0.174,REJECTED_UNDER_PF
C25_4168,NO,12194.0,2.324,0.176,REJECTED_UNDER_PF
C25_4169,NO,12314.5,2.342,0.178,REJECTED_UNDER_PF
C25_4170,YES,12435.0,2.36,0.18,PASS
C25_4171,NO,12555.5,2.378,0.182,REJECTED_UNDER_PF
C25_4172,NO,12676.0,2.396,0.184,REJECTED_UNDER_PF
C25_4173,NO,12796.5,2.414,0.186,REJECTED_UNDER_PF
C25_4174,NO,12917.0,2.432,0.188,REJECTED_UNDER_PF
C25_4175,YES,13037.5,2.45,0.19,PASS
C25_4176,NO,13158.0,2.468,0.192,REJECTED_UNDER_PF
C25_4177,NO,13278.5,2.486,0.194,REJECTED_UNDER_PF
C25_4178,NO,13399.0,2.504,0.196,REJECTED_UNDER_PF
C25_4179,NO,13519.5,2.522,0.198,REJECTED_UNDER_PF
C25_4180,YES,13640.0,2.54,0.2,PASS
C25_4181,NO,13760.5,2.558,0.202,REJECTED_UNDER_PF
C25_4182,NO,13881.0,2.576,0.204,REJECTED_UNDER_PF
C25_4183,NO,14001.5,2.594,0.206,REJECTED_UNDER_PF
C25_4184,NO,14122.0,2.612,0.208,REJECTED_UNDER_PF
C25_4185,YES,14242.5,2.63,0.21,PASS
C25_4186,NO,14363.0,2.648,0.212,REJECTED_UNDER_PF
C25_4187,NO,14483.5,2.666,0.214,REJECTED_UNDER_PF
C25_4188,NO,14604.0,2.684,0.216,REJECTED_UNDER_PF
C25_4189,NO,14724.5,2.702,0.218,REJECTED_UNDER_PF
C25_4190,YES,14845.0,2.72,0.22,PASS
C25_4191,NO,14965.5,2.738,0.222,REJECTED_UNDER_PF
C25_4192,NO,15086.0,2.756,0.224,REJECTED_UNDER_PF
C25_4193,NO,15206.5,2.774,0.226,REJECTED_UNDER_PF
C25_4194,NO,15327.0,2.792,0.228,REJECTED_UNDER_PF
C25_4195,YES,15447.5,2.81,0.23,PASS
C25_4196,NO,15568.0,2.828,0.232,REJECTED_UNDER_PF
C25_4197,NO,15688.5,2.846,0.234,REJECTED_UNDER_PF
C25_4198,NO,15809.0,2.864,0.236,REJECTED_UNDER_PF
C25_4199,NO,15929.5,2.882,0.238,REJECTED_UNDER_PF
C25_4200,YES,4000.0,1.1,0.04,PASS
C25_4201,NO,4120.5,1.118,0.042,REJECTED_UNDER_PF
C25_4202,NO,4241.0,1.136,0.044,REJECTED_UNDER_PF
C25_4203,NO,4361.5,1.154,0.046,REJECTED_UNDER_PF
C25_4204,NO,4482.0,1.172,0.048,REJECTED_UNDER_PF
C25_4205,YES,4602.5,1.19,0.05,PASS
C25_4206,NO,4723.0,1.208,0.052,REJECTED_UNDER_PF
C25_4207,NO,4843.5,1.226,0.054,REJECTED_UNDER_PF
C25_4208,NO,4964.0,1.244,0.056,REJECTED_UNDER_PF
C25_4209,NO,5084.5,1.262,0.058,REJECTED_UNDER_PF
C25_4210,YES,5205.0,1.28,0.06,PASS
C25_4211,NO,5325.5,1.298,0.062,REJECTED_UNDER_PF
C25_4212,NO,5446.0,1.316,0.064,REJECTED_UNDER_PF
C25_4213,NO,5566.5,1.334,0.066,REJECTED_UNDER_PF
C25_4214,NO,5687.0,1.352,0.068,REJECTED_UNDER_PF
C25_4215,YES,5807.5,1.37,0.07,PASS
C25_4216,NO,5928.0,1.388,0.072,REJECTED_UNDER_PF
C25_4217,NO,6048.5,1.406,0.074,REJECTED_UNDER_PF
C25_4218,NO,6169.0,1.424,0.076,REJECTED_UNDER_PF
C25_4219,NO,6289.5,1.442,0.078,REJECTED_UNDER_PF
C25_4220,YES,6410.0,1.46,0.08,PASS
C25_4221,NO,6530.5,1.478,0.082,REJECTED_UNDER_PF
C25_4222,NO,6651.0,1.496,0.084,REJECTED_UNDER_PF
C25_4223,NO,6771.5,1.514,0.086,REJECTED_UNDER_PF
C25_4224,NO,6892.0,1.532,0.088,REJECTED_UNDER_PF
C25_4225,YES,7012.5,1.55,0.09,PASS
C25_4226,NO,7133.0,1.568,0.092,REJECTED_UNDER_PF
C25_4227,NO,7253.5,1.586,0.094,REJECTED_UNDER_PF
C25_4228,NO,7374.0,1.604,0.096,REJECTED_UNDER_PF
C25_4229,NO,7494.5,1.622,0.098,REJECTED_UNDER_PF
C25_4230,YES,7615.0,1.64,0.1,PASS
C25_4231,NO,7735.5,1.658,0.102,REJECTED_UNDER_PF
C25_4232,NO,7856.0,1.676,0.104,REJECTED_UNDER_PF
C25_4233,NO,7976.5,1.694,0.106,REJECTED_UNDER_PF
C25_4234,NO,8097.0,1.712,0.108,REJECTED_UNDER_PF
C25_4235,YES,8217.5,1.73,0.11,PASS
C25_4236,NO,8338.0,1.748,0.112,REJECTED_UNDER_PF
C25_4237,NO,8458.5,1.766,0.114,REJECTED_UNDER_PF
C25_4238,NO,8579.0,1.784,0.116,REJECTED_UNDER_PF
C25_4239,NO,8699.5,1.802,0.118,REJECTED_UNDER_PF
C25_4240,YES,8820.0,1.82,0.12,PASS
C25_4241,NO,8940.5,1.838,0.122,REJECTED_UNDER_PF
C25_4242,NO,9061.0,1.856,0.124,REJECTED_UNDER_PF
C25_4243,NO,9181.5,1.874,0.126,REJECTED_UNDER_PF
C25_4244,NO,9302.0,1.892,0.128,REJECTED_UNDER_PF
C25_4245,YES,9422.5,1.91,0.13,PASS
C25_4246,NO,9543.0,1.928,0.132,REJECTED_UNDER_PF
C25_4247,NO,9663.5,1.946,0.134,REJECTED_UNDER_PF
C25_4248,NO,9784.0,1.964,0.136,REJECTED_UNDER_PF
C25_4249,NO,9904.5,1.982,0.138,REJECTED_UNDER_PF
C25_4250,YES,10025.0,2.0,0.14,PASS
C25_4251,NO,10145.5,2.018,0.142,REJECTED_UNDER_PF
C25_4252,NO,10266.0,2.036,0.144,REJECTED_UNDER_PF
C25_4253,NO,10386.5,2.054,0.146,REJECTED_UNDER_PF
C25_4254,NO,10507.0,2.072,0.148,REJECTED_UNDER_PF
C25_4255,YES,10627.5,2.09,0.15,PASS
C25_4256,NO,10748.0,2.108,0.152,REJECTED_UNDER_PF
C25_4257,NO,10868.5,2.126,0.154,REJECTED_UNDER_PF
C25_4258,NO,10989.0,2.144,0.156,REJECTED_UNDER_PF
C25_4259,NO,11109.5,2.162,0.158,REJECTED_UNDER_PF
C25_4260,YES,11230.0,2.18,0.16,PASS
C25_4261,NO,11350.5,2.198,0.162,REJECTED_UNDER_PF
C25_4262,NO,11471.0,2.216,0.164,REJECTED_UNDER_PF
C25_4263,NO,11591.5,2.234,0.166,REJECTED_UNDER_PF
C25_4264,NO,11712.0,2.252,0.168,REJECTED_UNDER_PF
C25_4265,YES,11832.5,2.27,0.17,PASS
C25_4266,NO,11953.0,2.288,0.172,REJECTED_UNDER_PF
C25_4267,NO,12073.5,2.306,0.174,REJECTED_UNDER_PF
C25_4268,NO,12194.0,2.324,0.176,REJECTED_UNDER_PF
C25_4269,NO,12314.5,2.342,0.178,REJECTED_UNDER_PF
C25_4270,YES,12435.0,2.36,0.18,PASS
C25_4271,NO,12555.5,2.378,0.182,REJECTED_UNDER_PF
C25_4272,NO,12676.0,2.396,0.184,REJECTED_UNDER_PF
C25_4273,NO,12796.5,2.414,0.186,REJECTED_UNDER_PF
C25_4274,NO,12917.0,2.432,0.188,REJECTED_UNDER_PF
C25_4275,YES,13037.5,2.45,0.19,PASS
C25_4276,NO,13158.0,2.468,0.192,REJECTED_UNDER_PF
C25_4277,NO,13278.5,2.486,0.194,REJECTED_UNDER_PF
C25_4278,NO,13399.0,2.504,0.196,REJECTED_UNDER_PF
C25_4279,NO,13519.5,2.522,0.198,REJECTED_UNDER_PF
C25_4280,YES,13640.0,2.54,0.2,PASS
C25_4281,NO,13760.5,2.558,0.202,REJECTED_UNDER_PF
C25_4282,NO,13881.0,2.576,0.204,REJECTED_UNDER_PF
C25_4283,NO,14001.5,2.594,0.206,REJECTED_UNDER_PF
C25_4284,NO,14122.0,2.612,0.208,REJECTED_UNDER_PF
C25_4285,YES,14242.5,2.63,0.21,PASS
C25_4286,NO,14363.0,2.648,0.212,REJECTED_UNDER_PF
C25_4287,NO,14483.5,2.666,0.214,REJECTED_UNDER_PF
C25_4288,NO,14604.0,2.684,0.216,REJECTED_UNDER_PF
C25_4289,NO,14724.5,2.702,0.218,REJECTED_UNDER_PF
C25_4290,YES,14845.0,2.72,0.22,PASS
C25_4291,NO,14965.5,2.738,0.222,REJECTED_UNDER_PF
C25_4292,NO,15086.0,2.756,0.224,REJECTED_UNDER_PF
C25_4293,NO,15206.5,2.774,0.226,REJECTED_UNDER_PF
C25_4294,NO,15327.0,2.792,0.228,REJECTED_UNDER_PF
C25_4295,YES,15447.5,2.81,0.23,PASS
C25_4296,NO,15568.0,2.828,0.232,REJECTED_UNDER_PF
C25_4297,NO,15688.5,2.846,0.234,REJECTED_UNDER_PF
C25_4298,NO,15809.0,2.864,0.236,REJECTED_UNDER_PF
C25_4299,NO,15929.5,2.882,0.238,REJECTED_UNDER_PF
C25_4300,YES,4000.0,1.1,0.04,PASS
C25_4301,NO,4120.5,1.118,0.042,REJECTED_UNDER_PF
C25_4302,NO,4241.0,1.136,0.044,REJECTED_UNDER_PF
C25_4303,NO,4361.5,1.154,0.046,REJECTED_UNDER_PF
C25_4304,NO,4482.0,1.172,0.048,REJECTED_UNDER_PF
C25_4305,YES,4602.5,1.19,0.05,PASS
C25_4306,NO,4723.0,1.208,0.052,REJECTED_UNDER_PF
C25_4307,NO,4843.5,1.226,0.054,REJECTED_UNDER_PF
C25_4308,NO,4964.0,1.244,0.056,REJECTED_UNDER_PF
C25_4309,NO,5084.5,1.262,0.058,REJECTED_UNDER_PF
C25_4310,YES,5205.0,1.28,0.06,PASS
C25_4311,NO,5325.5,1.298,0.062,REJECTED_UNDER_PF
C25_4312,NO,5446.0,1.316,0.064,REJECTED_UNDER_PF
C25_4313,NO,5566.5,1.334,0.066,REJECTED_UNDER_PF
C25_4314,NO,5687.0,1.352,0.068,REJECTED_UNDER_PF
C25_4315,YES,5807.5,1.37,0.07,PASS
C25_4316,NO,5928.0,1.388,0.072,REJECTED_UNDER_PF
C25_4317,NO,6048.5,1.406,0.074,REJECTED_UNDER_PF
C25_4318,NO,6169.0,1.424,0.076,REJECTED_UNDER_PF
C25_4319,NO,6289.5,1.442,0.078,REJECTED_UNDER_PF
C25_4320,YES,6410.0,1.46,0.08,PASS
C25_4321,NO,6530.5,1.478,0.082,REJECTED_UNDER_PF
C25_4322,NO,6651.0,1.496,0.084,REJECTED_UNDER_PF
C25_4323,NO,6771.5,1.514,0.086,REJECTED_UNDER_PF
C25_4324,NO,6892.0,1.532,0.088,REJECTED_UNDER_PF
C25_4325,YES,7012.5,1.55,0.09,PASS
C25_4326,NO,7133.0,1.568,0.092,REJECTED_UNDER_PF
C25_4327,NO,7253.5,1.586,0.094,REJECTED_UNDER_PF
C25_4328,NO,7374.0,1.604,0.096,REJECTED_UNDER_PF
C25_4329,NO,7494.5,1.622,0.098,REJECTED_UNDER_PF
C25_4330,YES,7615.0,1.64,0.1,PASS
C25_4331,NO,7735.5,1.658,0.102,REJECTED_UNDER_PF
C25_4332,NO,7856.0,1.676,0.104,REJECTED_UNDER_PF
C25_4333,NO,7976.5,1.694,0.106,REJECTED_UNDER_PF
C25_4334,NO,8097.0,1.712,0.108,REJECTED_UNDER_PF
C25_4335,YES,8217.5,1.73,0.11,PASS
C25_4336,NO,8338.0,1.748,0.112,REJECTED_UNDER_PF
C25_4337,NO,8458.5,1.766,0.114,REJECTED_UNDER_PF
C25_4338,NO,8579.0,1.784,0.116,REJECTED_UNDER_PF
C25_4339,NO,8699.5,1.802,0.118,REJECTED_UNDER_PF
C25_4340,YES,8820.0,1.82,0.12,PASS
C25_4341,NO,8940.5,1.838,0.122,REJECTED_UNDER_PF
C25_4342,NO,9061.0,1.856,0.124,REJECTED_UNDER_PF
C25_4343,NO,9181.5,1.874,0.126,REJECTED_UNDER_PF
C25_4344,NO,9302.0,1.892,0.128,REJECTED_UNDER_PF
C25_4345,YES,9422.5,1.91,0.13,PASS
C25_4346,NO,9543.0,1.928,0.132,REJECTED_UNDER_PF
C25_4347,NO,9663.5,1.946,0.134,REJECTED_UNDER_PF
C25_4348,NO,9784.0,1.964,0.136,REJECTED_UNDER_PF
C25_4349,NO,9904.5,1.982,0.138,REJECTED_UNDER_PF
C25_4350,YES,10025.0,2.0,0.14,PASS
C25_4351,NO,10145.5,2.018,0.142,REJECTED_UNDER_PF
C25_4352,NO,10266.0,2.036,0.144,REJECTED_UNDER_PF
C25_4353,NO,10386.5,2.054,0.146,REJECTED_UNDER_PF
C25_4354,NO,10507.0,2.072,0.148,REJECTED_UNDER_PF
C25_4355,YES,10627.5,2.09,0.15,PASS
C25_4356,NO,10748.0,2.108,0.152,REJECTED_UNDER_PF
C25_4357,NO,10868.5,2.126,0.154,REJECTED_UNDER_PF
C25_4358,NO,10989.0,2.144,0.156,REJECTED_UNDER_PF
C25_4359,NO,11109.5,2.162,0.158,REJECTED_UNDER_PF
C25_4360,YES,11230.0,2.18,0.16,PASS
C25_4361,NO,11350.5,2.198,0.162,REJECTED_UNDER_PF
