candidate_id,candidate_hash,family,min_expected_R,min_projected_net_R,max_cost_to_atr,session_mode,skip_same_candle,entry_family,monthly_dd_limit,cost_regime_max
P33_2352,f700ccf739ef53ae,funding_safe,,,0.15,NO_OFF_HOURS,False,ALL,0.03,NO_EXTREME
P33_2353,8345b6647a56869d,low_r_removal,1.0,,0.15,NO_OFF_HOURS,False,bb_expansion,0.03,NO_EXTREME
P33_2354,380cbc57bf3e1c66,adx_trend,1.2,,0.15,NO_OFF_HOURS,True,bb_expansion,0.03,NO_EXTREME
P33_2355,d39cfcfc5b054a7b,atr_volatility_expansion,1.4,0.8,0.2,NO_OFF_HOURS,False,bb_expansion,0.03,NO_EXTREME
P33_2356,d73d25beb10ddccb,cost_to_atr,1.6,0.8,0.2,NO_OFF_HOURS,False,bb_expansion,0.03,
P33_2357,32d84c56bfdff984,monthly_governor,1.8,0.8,0.2,NO_OFF_HOURS,False,bb_expansion,0.03,
P33_2358,e0c404e530ffb1ac,time_stop,2.0,1.0,0.2,NO_OFF_HOURS,False,bb_expansion,0.03,
P33_2359,069997e480036f64,same_candle_safe,,1.0,0.2,LONDON_NY,False,bb_expansion,0.03,
P33_2360,565b1ff80757c3ef,low_correlation_complement,1.0,1.0,0.3,LONDON_NY,False,bb_expansion,0.03,
P33_2361,45438f8d35a4ff90,high_pf_low_frequency,1.2,1.2,0.3,LONDON_NY,False,bb_expansion,0.03,
P33_2362,956cf066e39d1773,stress_hardened,1.4,1.2,0.3,LONDON_NY,False,bb_expansion,0.03,
P33_2363,421d14122b39fbc2,bollinger_expansion_breakout,1.6,1.2,0.3,LONDON_NY,False,bb_expansion,0.05,
P33_2364,558ce34ad348df47,mean_reversion,1.8,,0.3,LONDON_NY,False,bb_expansion,0.05,
P33_2365,b2c26036f830a2ce,vwap_reclaim,2.0,,0.4,LONDON_NY,True,bb_expansion,0.05,
P33_2366,352705dddbdbe866,london_breakout,,,0.4,LONDON_ONLY,False,floor_low_activity,0.05,
P33_2367,7da45cde3d4d6ce1,ny_breakout,1.0,0.8,0.4,LONDON_ONLY,False,floor_low_activity,0.05,
P33_2368,aa16f3f8e29e04ce,off_hours_skip,1.2,0.8,0.4,LONDON_ONLY,False,floor_low_activity,0.05,
P33_2369,bed23e444dfc7939,funding_safe,1.4,0.8,0.4,LONDON_ONLY,False,floor_low_activity,0.05,
P33_2370,128069469ac628b9,low_r_removal,1.6,1.0,,LONDON_ONLY,False,floor_low_activity,0.05,
P33_2371,43a7067d96a16d64,adx_trend,1.8,1.0,,LONDON_ONLY,False,floor_low_activity,0.05,
P33_2372,4f27efbef19173a0,atr_volatility_expansion,2.0,1.0,,LONDON_ONLY,False,floor_low_activity,0.05,
P33_2373,fd6d47d7e2bb2140,cost_to_atr,,1.2,,NY_ONLY,False,floor_low_activity,0.05,
P33_2374,976e31ce18f401b5,monthly_governor,1.0,1.2,,NY_ONLY,False,floor_low_activity,0.05,
P33_2375,bee0d232d3deb4aa,time_stop,1.2,1.2,0.1,NY_ONLY,False,floor_low_activity,0.05,NO_EXTREME
P33_2376,8d914ed08a1a7ef2,same_candle_safe,1.4,,0.1,NY_ONLY,True,floor_low_activity,0.05,NO_EXTREME
P33_2377,dc6af09881af3300,low_correlation_complement,1.6,,0.1,NY_ONLY,False,floor_low_activity,0.05,NO_EXTREME
P33_2378,724123ef9a81d19d,high_pf_low_frequency,1.8,,0.1,NY_ONLY,False,floor_low_activity,0.05,NO_EXTREME
P33_2379,1cf101b66e96994f,stress_hardened,2.0,0.8,0.1,NY_ONLY,False,ALL,0.05,NO_EXTREME
P33_2380,6ab10da713851e12,bollinger_expansion_breakout,,0.8,0.15,ALL,False,ALL,,NO_EXTREME
P33_2381,6d5588dceecb0c1c,mean_reversion,1.0,0.8,0.15,ALL,False,ALL,,NO_EXTREME
P33_2382,bc9249a810d52dd2,vwap_reclaim,1.2,1.0,0.15,ALL,False,ALL,,NO_EXTREME
P33_2383,3afa8e886cdd4e41,london_breakout,1.4,1.0,0.15,ALL,False,ALL,,NO_EXTREME
P33_2384,c49277ec2ae9ef30,ny_breakout,1.6,1.0,0.15,ALL,False,ALL,,NO_EXTREME
P33_2385,fe4699e176f52c0c,off_hours_skip,1.8,1.2,0.2,ALL,False,ALL,,NO_EXTREME
P33_2386,9fc227216475abf5,funding_safe,2.0,1.2,0.2,ALL,False,ALL,,NO_EXTREME
P33_2387,e92cc916cad95fc1,low_r_removal,,1.2,0.2,NO_OFF_HOURS,True,ALL,,NO_EXTREME
P33_2388,57d167b5d2951737,adx_trend,1.0,,0.2,NO_OFF_HOURS,False,ALL,,NO_EXTREME
P33_2389,d71c429de82335bd,atr_volatility_expansion,1.2,,0.2,NO_OFF_HOURS,False,ALL,,NO_EXTREME
P33_2390,c6e7bf3552f05a87,cost_to_atr,1.4,,0.3,NO_OFF_HOURS,False,ALL,,NO_EXTREME
P33_2391,bd5b7f6a794db23e,monthly_governor,1.6,0.8,0.3,NO_OFF_HOURS,False,ALL,,NO_EXTREME
P33_2392,1e4647a3f272783a,time_stop,1.8,0.8,0.3,NO_OFF_HOURS,False,bb_expansion,,NO_EXTREME
P33_2393,185aa1d4172c0e94,same_candle_safe,2.0,0.8,0.3,NO_OFF_HOURS,False,bb_expansion,,NO_EXTREME
P33_2394,4ad375b92333fab0,low_correlation_complement,,1.0,0.3,LONDON_NY,False,bb_expansion,,
P33_2395,460e291da1d1d8d0,high_pf_low_frequency,1.0,1.0,0.4,LONDON_NY,False,bb_expansion,,
P33_2396,03979ce821c8d0c8,stress_hardened,1.2,1.0,0.4,LONDON_NY,False,bb_expansion,,
P33_2397,86f4ff1bf9e50eea,bollinger_expansion_breakout,1.4,1.2,0.4,LONDON_NY,False,bb_expansion,0.015,
P33_2398,2f91a476d9aea3d5,mean_reversion,1.6,1.2,0.4,LONDON_NY,True,bb_expansion,0.015,
P33_2399,4863db83e7eaee9e,vwap_reclaim,1.8,1.2,0.4,LONDON_NY,False,bb_expansion,0.015,
P33_2400,c7a0d6487e166018,london_breakout,2.0,,,LONDON_NY,False,bb_expansion,0.015,
P33_2401,4ace497fdc21b343,ny_breakout,,,,LONDON_ONLY,False,bb_expansion,0.015,
P33_2402,553abb952eabf19f,off_hours_skip,1.0,,,LONDON_ONLY,False,bb_expansion,0.015,
P33_2403,a468f20fb429ef16,funding_safe,1.2,0.8,,LONDON_ONLY,False,bb_expansion,0.015,
P33_2404,b3d870295a27b3a4,low_r_removal,1.4,0.8,,LONDON_ONLY,False,bb_expansion,0.015,
P33_2405,f3c82cae09220870,adx_trend,1.6,0.8,0.1,LONDON_ONLY,False,floor_low_activity,0.015,
P33_2406,d502f1eaab646a26,atr_volatility_expansion,1.8,1.0,0.1,LONDON_ONLY,False,floor_low_activity,0.015,
P33_2407,eb1adaae28892265,cost_to_atr,2.0,1.0,0.1,LONDON_ONLY,False,floor_low_activity,0.015,
P33_2408,7433887b9533f7f3,monthly_governor,,1.0,0.1,NY_ONLY,False,floor_low_activity,0.015,
P33_2409,5929adf551358418,time_stop,1.0,1.2,0.1,NY_ONLY,True,floor_low_activity,0.015,
P33_2410,f0e7c155df1f08d0,same_candle_safe,1.2,1.2,0.15,NY_ONLY,False,floor_low_activity,0.015,
P33_2411,fb18dc95a110258e,low_correlation_complement,1.4,1.2,0.15,NY_ONLY,False,floor_low_activity,0.015,
P33_2412,7760a1a8930baee2,high_pf_low_frequency,1.6,,0.15,NY_ONLY,False,floor_low_activity,0.015,
P33_2413,60a4217b2c389f5e,stress_hardened,1.8,,0.15,NY_ONLY,False,floor_low_activity,0.015,NO_EXTREME
P33_2414,4d2197501256f95e,bollinger_expansion_breakout,2.0,,0.15,NY_ONLY,False,floor_low_activity,0.02,NO_EXTREME
P33_2415,54000effdb2b80de,mean_reversion,,0.8,0.2,ALL,False,floor_low_activity,0.02,NO_EXTREME
P33_2416,4382aac1fcb51ea5,vwap_reclaim,1.0,0.8,0.2,ALL,False,floor_low_activity,0.02,NO_EXTREME
P33_2417,4db7fafd9233e792,london_breakout,1.2,0.8,0.2,ALL,False,floor_low_activity,0.02,NO_EXTREME
P33_2418,46aa3e10c03e9e1f,ny_breakout,1.4,1.0,0.2,ALL,False,ALL,0.02,NO_EXTREME
P33_2419,68f5339e24310b1d,off_hours_skip,1.6,1.0,0.2,ALL,False,ALL,0.02,NO_EXTREME
P33_2420,07b55515159fcb23,funding_safe,1.8,1.0,0.3,ALL,True,ALL,0.02,NO_EXTREME
P33_2421,25bef24485fb1abf,low_r_removal,2.0,1.2,0.3,ALL,False,ALL,0.02,NO_EXTREME
P33_2422,e22037713dfa6651,adx_trend,,1.2,0.3,NO_OFF_HOURS,False,ALL,0.02,NO_EXTREME
P33_2423,5e2138ff2e20ec9f,atr_volatility_expansion,1.0,1.2,0.3,NO_OFF_HOURS,False,ALL,0.02,NO_EXTREME
P33_2424,cc141ded5f3e1634,cost_to_atr,1.2,,0.3,NO_OFF_HOURS,False,ALL,0.02,NO_EXTREME
P33_2425,dce1156a2005a1a3,monthly_governor,1.4,,0.4,NO_OFF_HOURS,False,ALL,0.02,NO_EXTREME
P33_2426,305aba7ab3513c76,time_stop,1.6,,0.4,NO_OFF_HOURS,False,ALL,0.02,NO_EXTREME
P33_2427,63a19781fecd4acb,same_candle_safe,1.8,0.8,0.4,NO_OFF_HOURS,False,ALL,0.02,NO_EXTREME
P33_2428,9def220e238400e4,low_correlation_complement,2.0,0.8,0.4,NO_OFF_HOURS,False,ALL,0.02,NO_EXTREME
P33_2429,47fe0a4f2bc52d4c,high_pf_low_frequency,,0.8,0.4,LONDON_NY,False,ALL,0.02,NO_EXTREME
P33_2430,be8d71d44261cd3b,stress_hardened,1.0,1.0,,LONDON_NY,False,ALL,0.02,NO_EXTREME
P33_2431,993d438966e97063,bollinger_expansion_breakout,1.2,1.0,,LONDON_NY,True,bb_expansion,0.03,NO_EXTREME
P33_2432,b6bb71db6392240f,mean_reversion,1.4,1.0,,LONDON_NY,False,bb_expansion,0.03,
P33_2433,1e7c455aa51f5e5a,vwap_reclaim,1.6,1.2,,LONDON_NY,False,bb_expansion,0.03,
P33_2434,c29cd28322f1f234,london_breakout,1.8,1.2,,LONDON_NY,False,bb_expansion,0.03,
P33_2435,6e13a752da490932,ny_breakout,2.0,1.2,0.1,LONDON_NY,False,bb_expansion,0.03,
P33_2436,874896db03aaa50d,off_hours_skip,,,0.1,LONDON_ONLY,False,bb_expansion,0.03,
P33_2437,6a1613bb689a42f9,funding_safe,1.0,,0.1,LONDON_ONLY,False,bb_expansion,0.03,
P33_2438,a29feea51d970df9,low_r_removal,1.2,,0.1,LONDON_ONLY,False,bb_expansion,0.03,
P33_2439,2523a00c2bf9a43e,adx_trend,1.4,0.8,0.1,LONDON_ONLY,False,bb_expansion,0.03,
P33_2440,a917e3da3f4719a3,atr_volatility_expansion,1.6,0.8,0.15,LONDON_ONLY,False,bb_expansion,0.03,
P33_2441,21be1a491289ea65,cost_to_atr,1.8,0.8,0.15,LONDON_ONLY,False,bb_expansion,0.03,
P33_2442,f42c0ecd97f0bb2e,monthly_governor,2.0,1.0,0.15,LONDON_ONLY,True,bb_expansion,0.03,
P33_2443,ba0c41573cebaf1b,time_stop,,1.0,0.15,NY_ONLY,False,bb_expansion,0.03,
P33_2444,55a379179277e3b3,same_candle_safe,1.0,1.0,0.15,NY_ONLY,False,floor_low_activity,0.03,
P33_2445,a7b09e3371cb9142,low_correlation_complement,1.2,1.2,0.2,NY_ONLY,False,floor_low_activity,0.03,
P33_2446,3fdcd56fcacde59a,high_pf_low_frequency,1.4,1.2,0.2,NY_ONLY,False,floor_low_activity,0.03,
P33_2447,6adce330f5511c91,stress_hardened,1.6,1.2,0.2,NY_ONLY,False,floor_low_activity,0.03,
P33_2448,f0f10b0ad26d55bf,bollinger_expansion_breakout,1.8,,0.2,NY_ONLY,False,floor_low_activity,0.05,
P33_2449,39477932e8039000,mean_reversion,2.0,,0.2,NY_ONLY,False,floor_low_activity,0.05,
P33_2450,cbd3e0f2ec494cbc,vwap_reclaim,,,0.3,ALL,False,floor_low_activity,0.05,
P33_2451,e7c4e4309b1bcd13,london_breakout,1.0,0.8,0.3,ALL,False,floor_low_activity,0.05,NO_EXTREME
P33_2452,0627683d67b82ce1,ny_breakout,1.2,0.8,0.3,ALL,False,floor_low_activity,0.05,NO_EXTREME
P33_2453,41e08bcda88b708f,off_hours_skip,1.4,0.8,0.3,ALL,True,floor_low_activity,0.05,NO_EXTREME
P33_2454,7fe1c6423c4031eb,funding_safe,1.6,1.0,0.3,ALL,False,floor_low_activity,0.05,NO_EXTREME
P33_2455,8b9fb72d580b8499,low_r_removal,1.8,1.0,0.4,ALL,False,floor_low_activity,0.05,NO_EXTREME
P33_2456,8bacbfcd54856247,adx_trend,2.0,1.0,0.4,ALL,False,floor_low_activity,0.05,NO_EXTREME
P33_2457,c83a53f57c0cb691,atr_volatility_expansion,,1.2,0.4,NO_OFF_HOURS,False,ALL,0.05,NO_EXTREME
P33_2458,c0b6366690513913,cost_to_atr,1.0,1.2,0.4,NO_OFF_HOURS,False,ALL,0.05,NO_EXTREME
P33_2459,a2d77912de91f628,monthly_governor,1.2,1.2,0.4,NO_OFF_HOURS,False,ALL,0.05,NO_EXTREME
P33_2460,6010f3c5c7333cf9,time_stop,1.4,,,NO_OFF_HOURS,False,ALL,0.05,NO_EXTREME
P33_2461,0823051f33fbfb94,same_candle_safe,1.6,,,NO_OFF_HOURS,False,ALL,0.05,NO_EXTREME
P33_2462,c38335270a442093,low_correlation_complement,1.8,,,NO_OFF_HOURS,False,ALL,0.05,NO_EXTREME
P33_2463,72c5a4f1f52fdbd4,high_pf_low_frequency,2.0,0.8,,NO_OFF_HOURS,False,ALL,0.05,NO_EXTREME
P33_2464,55844660125e5a3f,stress_hardened,,0.8,,LONDON_NY,True,ALL,0.05,NO_EXTREME
P33_2465,8c077a68033cef72,bollinger_expansion_breakout,1.0,0.8,0.1,LONDON_NY,False,ALL,,NO_EXTREME
P33_2466,2b3d3cc08cb1ed8d,mean_reversion,1.2,1.0,0.1,LONDON_NY,False,ALL,,NO_EXTREME
P33_2467,e43cf17bb2a9689c,vwap_reclaim,1.4,1.0,0.1,LONDON_NY,False,ALL,,NO_EXTREME
P33_2468,7e9e704924b2824d,london_breakout,1.6,1.0,0.1,LONDON_NY,False,ALL,,NO_EXTREME
P33_2469,50608c815487f3bd,ny_breakout,1.8,1.2,0.1,LONDON_NY,False,ALL,,NO_EXTREME
P33_2470,134e87ae3df82e37,off_hours_skip,2.0,1.2,0.15,LONDON_NY,False,bb_expansion,,
P33_2471,a0dda25aa8738576,funding_safe,,1.2,0.15,LONDON_ONLY,False,bb_expansion,,
P33_2472,d9042cc7aff5fff3,low_r_removal,1.0,,0.15,LONDON_ONLY,False,bb_expansion,,
P33_2473,7487aea64fc18aa4,adx_trend,1.2,,0.15,LONDON_ONLY,False,bb_expansion,,
P33_2474,d501346e4076adf3,atr_volatility_expansion,1.4,,0.15,LONDON_ONLY,False,bb_expansion,,
P33_2475,ad28d2bfb63b9de6,cost_to_atr,1.6,0.8,0.2,LONDON_ONLY,True,bb_expansion,,
P33_2476,7025a4595c27b82f,monthly_governor,1.8,0.8,0.2,LONDON_ONLY,False,bb_expansion,,
P33_2477,569a8cd81e00ea8b,time_stop,2.0,0.8,0.2,LONDON_ONLY,False,bb_expansion,,
P33_2478,ccd9d1ea64fdbb6e,same_candle_safe,,1.0,0.2,NY_ONLY,False,bb_expansion,,
P33_2479,acd74877d183da4d,low_correlation_complement,1.0,1.0,0.2,NY_ONLY,False,bb_expansion,,
P33_2480,b5bb8aab4bf12e2e,high_pf_low_frequency,1.2,1.0,0.3,NY_ONLY,False,bb_expansion,,
P33_2481,4ceffef520558d4c,stress_hardened,1.4,1.2,0.3,NY_ONLY,False,bb_expansion,,
P33_2482,da64c19af443032a,bollinger_expansion_breakout,1.6,1.2,0.3,NY_ONLY,False,bb_expansion,0.015,
P33_2483,63d30a129581b6d4,mean_reversion,1.8,1.2,0.3,NY_ONLY,False,floor_low_activity,0.015,
P33_2484,59b214df9e975670,vwap_reclaim,2.0,,0.3,NY_ONLY,False,floor_low_activity,0.015,
P33_2485,7ce784452e33d985,london_breakout,,,0.4,ALL,False,floor_low_activity,0.015,
P33_2486,09bf88a0712c389f,ny_breakout,1.0,,0.4,ALL,True,floor_low_activity,0.015,
P33_2487,54e64f63e0f93ed9,off_hours_skip,1.2,0.8,0.4,ALL,False,floor_low_activity,0.015,
P33_2488,5a46353590842445,funding_safe,1.4,0.8,0.4,ALL,False,floor_low_activity,0.015,
P33_2489,e32b3021c933e43e,low_r_removal,1.6,0.8,0.4,ALL,False,floor_low_activity,0.015,NO_EXTREME
P33_2490,f64399182d1a85b3,adx_trend,1.8,1.0,,ALL,False,floor_low_activity,0.015,NO_EXTREME
P33_2491,65a9be9eaf285f3e,atr_volatility_expansion,2.0,1.0,,ALL,False,floor_low_activity,0.015,NO_EXTREME
P33_2492,7bd528a907e9a042,cost_to_atr,,1.0,,NO_OFF_HOURS,False,floor_low_activity,0.015,NO_EXTREME
P33_2493,c860014ec9cd561a,monthly_governor,1.0,1.2,,NO_OFF_HOURS,False,floor_low_activity,0.015,NO_EXTREME
P33_2494,6bb87f96563cf2a9,time_stop,1.2,1.2,,NO_OFF_HOURS,False,floor_low_activity,0.015,NO_EXTREME
P33_2495,8f2e338ec3687194,same_candle_safe,1.4,1.2,0.1,NO_OFF_HOURS,False,floor_low_activity,0.015,NO_EXTREME
P33_2496,b82c5f24df8dec15,low_correlation_complement,1.6,,0.1,NO_OFF_HOURS,False,ALL,0.015,NO_EXTREME
P33_2497,4b01b6242b047e52,high_pf_low_frequency,1.8,,0.1,NO_OFF_HOURS,True,ALL,0.015,NO_EXTREME
P33_2498,70936cec20c36d5b,stress_hardened,2.0,,0.1,NO_OFF_HOURS,False,ALL,0.015,NO_EXTREME
P33_2499,9820db1f42e4c477,bollinger_expansion_breakout,,0.8,0.1,LONDON_NY,False,ALL,0.02,NO_EXTREME
P33_2500,1c444772d52887ce,mean_reversion,1.0,0.8,0.15,LONDON_NY,False,ALL,0.02,NO_EXTREME
P33_2501,59208a204ae47a51,vwap_reclaim,1.2,0.8,0.15,LONDON_NY,False,ALL,0.02,NO_EXTREME
P33_2502,5f86b3f043676b58,london_breakout,1.4,1.0,0.15,LONDON_NY,False,ALL,0.02,NO_EXTREME
P33_2503,2ca02cd52c76dea0,ny_breakout,1.6,1.0,0.15,LONDON_NY,False,ALL,0.02,NO_EXTREME
P33_2504,426c1ea68911d78c,off_hours_skip,1.8,1.0,0.15,LONDON_NY,False,ALL,0.02,NO_EXTREME
P33_2505,e5758f588edd1fc1,funding_safe,2.0,1.2,0.2,LONDON_NY,False,ALL,0.02,NO_EXTREME
P33_2506,a860b816add69011,low_r_removal,,1.2,0.2,LONDON_ONLY,False,ALL,0.02,NO_EXTREME
P33_2507,36ed64013199bb0f,adx_trend,1.0,1.2,0.2,LONDON_ONLY,False,ALL,0.02,NO_EXTREME
P33_2508,15ce314a31a80386,atr_volatility_expansion,1.2,,0.2,LONDON_ONLY,True,ALL,0.02,
P33_2509,bcfcaa1abea08f92,cost_to_atr,1.4,,0.2,LONDON_ONLY,False,bb_expansion,0.02,
P33_2510,8d8916b8de2733f4,monthly_governor,1.6,,0.3,LONDON_ONLY,False,bb_expansion,0.02,
P33_2511,9b2498d21eaa2c88,time_stop,1.8,0.8,0.3,LONDON_ONLY,False,bb_expansion,0.02,
P33_2512,1e91b5779620977f,same_candle_safe,2.0,0.8,0.3,LONDON_ONLY,False,bb_expansion,0.02,
P33_2513,230e08c8a33538f2,low_correlation_complement,,0.8,0.3,NY_ONLY,False,bb_expansion,0.02,
P33_2514,781722d91f90c680,high_pf_low_frequency,1.0,1.0,0.3,NY_ONLY,False,bb_expansion,0.02,
P33_2515,769345301fcd9d8b,stress_hardened,1.2,1.0,0.4,NY_ONLY,False,bb_expansion,0.02,
P33_2516,2abef71f708fdd43,bollinger_expansion_breakout,1.4,1.0,0.4,NY_ONLY,False,bb_expansion,0.03,
P33_2517,a76beff659380c65,mean_reversion,1.6,1.2,0.4,NY_ONLY,False,bb_expansion,0.03,
P33_2518,16dca98a3cba4522,vwap_reclaim,1.8,1.2,0.4,NY_ONLY,False,bb_expansion,0.03,
P33_2519,8c73f1ec59d07a8d,london_breakout,2.0,1.2,0.4,NY_ONLY,True,bb_expansion,0.03,
P33_2520,dc3156a1be2ba925,ny_breakout,,,,ALL,False,bb_expansion,0.03,
P33_2521,82f12cff1bc97555,off_hours_skip,1.0,,,ALL,False,bb_expansion,0.03,
P33_2522,203a6d44b3f47594,funding_safe,1.2,,,ALL,False,floor_low_activity,0.03,
P33_2523,ec0f3f626e2b5dc5,low_r_removal,1.4,0.8,,ALL,False,floor_low_activity,0.03,
P33_2524,b270ced2de89ff03,adx_trend,1.6,0.8,,ALL,False,floor_low_activity,0.03,
P33_2525,016f5f510749351a,atr_volatility_expansion,1.8,0.8,0.1,ALL,False,floor_low_activity,0.03,
P33_2526,a58a4c023b5fd57c,cost_to_atr,2.0,1.0,0.1,ALL,False,floor_low_activity,0.03,
P33_2527,52c5e4d50eba23db,monthly_governor,,1.0,0.1,NO_OFF_HOURS,False,floor_low_activity,0.03,NO_EXTREME
P33_2528,973cb3a32a7ae533,time_stop,1.0,1.0,0.1,NO_OFF_HOURS,False,floor_low_activity,0.03,NO_EXTREME
P33_2529,108633f5e8c6b083,same_candle_safe,1.2,1.2,0.1,NO_OFF_HOURS,False,floor_low_activity,0.03,NO_EXTREME
P33_2530,966ae66e387e4708,low_correlation_complement,1.4,1.2,0.15,NO_OFF_HOURS,True,floor_low_activity,0.03,NO_EXTREME
P33_2531,cf91b6b4d5b3cad4,high_pf_low_frequency,1.6,1.2,0.15,NO_OFF_HOURS,False,floor_low_activity,0.03,NO_EXTREME
P33_2532,b3060160ac1706b6,stress_hardened,1.8,,0.15,NO_OFF_HOURS,False,floor_low_activity,0.03,NO_EXTREME
P33_2533,b16ff9fab2597c94,bollinger_expansion_breakout,2.0,,0.15,NO_OFF_HOURS,False,floor_low_activity,0.05,NO_EXTREME
P33_2534,1984bcc9c7ec1d06,mean_reversion,,,0.15,LONDON_NY,False,floor_low_activity,0.05,NO_EXTREME
P33_2535,d67b866a8e91246f,vwap_reclaim,1.0,0.8,0.2,LONDON_NY,False,ALL,0.05,NO_EXTREME
P33_2536,662588aab3b50279,london_breakout,1.2,0.8,0.2,LONDON_NY,False,ALL,0.05,NO_EXTREME
P33_2537,2d70ad7aaca5b8cd,ny_breakout,1.4,0.8,0.2,LONDON_NY,False,ALL,0.05,NO_EXTREME
P33_2538,91cf2743f8be41e0,off_hours_skip,1.6,1.0,0.2,LONDON_NY,False,ALL,0.05,NO_EXTREME
P33_2539,393185d5acb38787,funding_safe,1.8,1.0,0.2,LONDON_NY,False,ALL,0.05,NO_EXTREME
P33_2540,425d30087c4561e7,low_r_removal,2.0,1.0,0.3,LONDON_NY,False,ALL,0.05,NO_EXTREME
P33_2541,540f95a1d493eb59,adx_trend,,1.2,0.3,LONDON_ONLY,True,ALL,0.05,NO_EXTREME
P33_2542,e3a234e7d1fbcacc,atr_volatility_expansion,1.0,1.2,0.3,LONDON_ONLY,False,ALL,0.05,NO_EXTREME
P33_2543,079d0c5b13abda77,cost_to_atr,1.2,1.2,0.3,LONDON_ONLY,False,ALL,0.05,NO_EXTREME
P33_2544,df1f6ace298a6f3f,monthly_governor,1.4,,0.3,LONDON_ONLY,False,ALL,0.05,NO_EXTREME
P33_2545,b1c06a33a312e6e4,time_stop,1.6,,0.4,LONDON_ONLY,False,ALL,0.05,NO_EXTREME
P33_2546,fbfe29f9e7d29df6,same_candle_safe,1.8,,0.4,LONDON_ONLY,False,ALL,0.05,
P33_2547,f690ff44cafde54e,low_correlation_complement,2.0,0.8,0.4,LONDON_ONLY,False,ALL,0.05,
P33_2548,1c9d000d67b6e331,high_pf_low_frequency,,0.8,0.4,NY_ONLY,False,bb_expansion,0.05,
P33_2549,ec212bb729ea507d,stress_hardened,1.0,0.8,0.4,NY_ONLY,False,bb_expansion,0.05,
P33_2550,2b381e40bf7be73c,bollinger_expansion_breakout,1.2,1.0,,NY_ONLY,False,bb_expansion,,
P33_2551,18d8f5c1ea677edb,mean_reversion,1.4,1.0,,NY_ONLY,False,bb_expansion,,
P33_2552,d9bb3f939c5fba81,vwap_reclaim,1.6,1.0,,NY_ONLY,True,bb_expansion,,
P33_2553,65574932a95238d5,london_breakout,1.8,1.2,,NY_ONLY,False,bb_expansion,,
P33_2554,e2c24f5432f1b1d8,ny_breakout,2.0,1.2,,NY_ONLY,False,bb_expansion,,
P33_2555,14fec172a075b4c7,off_hours_skip,,1.2,0.1,ALL,False,bb_expansion,,
P33_2556,67c59ecdc1ebd5c3,funding_safe,1.0,,0.1,ALL,False,bb_expansion,,
P33_2557,7a079713aa9337c8,low_r_removal,1.2,,0.1,ALL,False,bb_expansion,,
P33_2558,a32af9067a02e583,adx_trend,1.4,,0.1,ALL,False,bb_expansion,,
P33_2559,615dae8f8e3926ca,atr_volatility_expansion,1.6,0.8,0.1,ALL,False,bb_expansion,,
P33_2560,2c4080d294741206,cost_to_atr,1.8,0.8,0.15,ALL,False,bb_expansion,,
P33_2561,67fabdf7cb29b117,monthly_governor,2.0,0.8,0.15,ALL,False,floor_low_activity,,
P33_2562,89f0bf0fc43e24a5,time_stop,,1.0,0.15,NO_OFF_HOURS,False,floor_low_activity,,
P33_2563,2c21166b1d11fa69,same_candle_safe,1.0,1.0,0.15,NO_OFF_HOURS,True,floor_low_activity,,
P33_2564,d2f870a89a3b8681,low_correlation_complement,1.2,1.0,0.15,NO_OFF_HOURS,False,floor_low_activity,,
P33_2565,82ad77341c854113,high_pf_low_frequency,1.4,1.2,0.2,NO_OFF_HOURS,False,floor_low_activity,,NO_EXTREME
P33_2566,750d9fb3922b2b87,stress_hardened,1.6,1.2,0.2,NO_OFF_HOURS,False,floor_low_activity,,NO_EXTREME
P33_2567,ccd93ccdb5c735fb,bollinger_expansion_breakout,1.8,1.2,0.2,NO_OFF_HOURS,False,floor_low_activity,0.015,NO_EXTREME
P33_2568,59562ad48b7a123a,mean_reversion,2.0,,0.2,NO_OFF_HOURS,False,floor_low_activity,0.015,NO_EXTREME
P33_2569,324a967032ac6211,vwap_reclaim,,,0.2,LONDON_NY,False,floor_low_activity,0.015,NO_EXTREME
P33_2570,f706fd4e244daa5e,london_breakout,1.0,,0.3,LONDON_NY,False,floor_low_activity,0.015,NO_EXTREME
P33_2571,190c9fa777f2df50,ny_breakout,1.2,0.8,0.3,LONDON_NY,False,floor_low_activity,0.015,NO_EXTREME
P33_2572,44905cf32c4a7927,off_hours_skip,1.4,0.8,0.3,LONDON_NY,False,floor_low_activity,0.015,NO_EXTREME
P33_2573,007454ee9c9aebc3,funding_safe,1.6,0.8,0.3,LONDON_NY,False,floor_low_activity,0.015,NO_EXTREME
P33_2574,9a51cdb61f3e6ab7,low_r_removal,1.8,1.0,0.3,LONDON_NY,True,ALL,0.015,NO_EXTREME
P33_2575,4960083aa1814644,adx_trend,2.0,1.0,0.4,LONDON_NY,False,ALL,0.015,NO_EXTREME
P33_2576,9843539a93f528c1,atr_volatility_expansion,,1.0,0.4,LONDON_ONLY,False,ALL,0.015,NO_EXTREME
P33_2577,b1b0ba326c021282,cost_to_atr,1.0,1.2,0.4,LONDON_ONLY,False,ALL,0.015,NO_EXTREME
P33_2578,15b5ee96fe1bc432,monthly_governor,1.2,1.2,0.4,LONDON_ONLY,False,ALL,0.015,NO_EXTREME
P33_2579,e5131ded3c890561,time_stop,1.4,1.2,0.4,LONDON_ONLY,False,ALL,0.015,NO_EXTREME
